,p0001,p0004,p0006,p0008,p0012,p0013,p0014,p0015,p0016,p0018,p0019,p0021,p0022,p0024,p0025,p0027,p0028,p0029,p0030,p0032,p0034,p0035,p0036,p0038,p0039,p0040,p0041,p0042,p0043,p0044,p0047,p0048,p0049,p0051,p0053,p0054,p0055,p0056,p0059,p0061,p0063,p0064,p0066,p0067,p0068,p0069,p0070,p0073,p0074,p0075,p0076,p0077,p0078,p0079,p0080,p0081,p0082,p0083,p0084,p0085,p0086,p0087,p0088,p0089,p0092,p0093,p0096,p0097,p0099,p0100,p0101,p0102,p0103,p0104,p0105,p0106,p0107,p0108,p0109,p0111,p0113,p0114,p0115,p0116,p0117,p0118,p0119,p0120,p0121,p0122,p0123,p0124,p0125,p0127,p0128,p0129,p0131,p0132,p0140,p1001,p1003,p1004,p1005,p1007,p1010,p1014,p1017,p1019,p1020,p1023,p1024,p1027,p1029,p1031,p1032,p1033,p1034,p1039,p1040,p1041,p1044,p1051,p1054,p1055,p1061,p1062,p1064,p1065,p1071,p1077,p1078,p1081,p1083,p1084,p1087,p1088,p1090,p1092,p1093,p1094,p1096,p1097,p1099,p1100,p1101,p1105,p1106,p1110,p1113,p1116,p1117,p1118,p1119,p1121
Sexo,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
Age,76.0,80.0,22.0,76.0,76.0,71.0,75.0,83.0,75.0,30.0,76.0,73.0,45.0,75.0,23.0,77.0,18.0,43.0,46.0,83.0,77.0,74.0,25.0,78.0,71.0,77.0,75.0,73.0,77.0,63.0,61.0,77.0,65.0,56.0,75.0,63.0,49.0,74.0,84.0,83.0,58.0,70.0,72.0,73.0,78.0,79.0,39.0,72.0,77.0,73.0,82.0,81.0,40.0,76.0,67.0,57.0,41.0,80.0,42.0,78.0,41.0,72.0,64.0,57.0,55.0,57.0,47.0,69.0,72.0,54.0,50.0,75.0,60.0,74.0,74.0,67.0,72.0,57.0,80.0,62.0,71.0,25.0,75.0,75.0,75.0,66.0,79.0,71.0,85.0,71.0,72.0,84.0,58.0,58.0,61.0,30.0,47.0,61.0,78.0,34.0,70.0,34.0,103.0,80.0,62.0,67.0,80.0,53.0,60.0,88.0,48.0,62.0,58.0,75.0,54.0,38.0,82.0,21.0,72.0,66.0,60.0,56.0,59.0,69.0,66.0,66.0,64.0,83.0,82.0,80.0,59.0,75.0,87.0,44.0,78.0,63.0,78.0,75.0,85.0,87.0,76.0,78.0,82.0,65.0,64.0,86.0,77.0,71.0,71.0,84.0,82.0,54.0,81.0,80.0
CodTest,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0
frmean_mean,0.5177518543683134,0.5261162505399138,0.26814791760950313,0.4062456544122812,0.42236422756996345,0.32900800803395375,0.4446401569414628,0.3948786632518632,0.38587950700171597,0.28170624789792204,0.3757395588946748,0.4846059473911219,0.4949158219292083,0.274741414676389,0.3659401059550061,0.2515167103458768,0.39973033164074256,0.25734044084748997,0.2907433710800934,0.6732573889974282,0.7606089955276996,0.2290944577945196,0.31685080892394824,0.29552451094932775,0.5899670122603435,0.451369537871116,0.2661111925721739,0.25291841378094987,0.5726305669072305,0.3874463865970728,0.5535219720040678,0.4314651762940177,0.32364211993257896,0.595424746514104,0.6532244669508781,0.41484711773874483,0.42276293696204625,0.2721896971726805,0.31603759826699457,0.25290403350011964,0.3387858946845876,0.5099082356339542,0.4614616083777948,0.28737264142356955,0.26871745886664605,0.6598191831141788,0.25426497951431887,0.3932839874997681,0.36557611907117665,0.5335261755058217,0.425252572372995,0.5565025172770989,0.37981990049040415,0.4320607278413332,0.35974686057814714,0.3329777499965027,0.38305165253086926,0.38510742094338685,0.3732019076408759,0.4779371025588624,0.3514012662503536,0.4525112946690541,0.35452362194670733,0.3060485126926068,0.5322320886527249,0.23998008915781008,0.37209217693856744,0.4128933751778069,0.23870541356403352,0.4381073547701055,0.45998179575687614,0.7410653877717231,0.4452422991851887,0.4400132504836624,0.3023195740651564,0.15246192921378107,0.5542192972955724,0.4117717480771628,0.2523504792615781,0.33236276149786165,0.20649901686867642,0.2769517965825951,0.5198886909302617,0.32187352963374105,0.6009174815324793,0.45900489214410595,0.4018505811575493,0.49744502929606577,0.4800432076861405,0.43793944722056755,0.6701937317049935,0.35308699342727684,0.28550275215345217,0.3401116098309942,0.3890865761283582,0.3276549503279254,0.39726581443617714,0.666783010373987,0.4660896126286203,0.5291657386041836,0.5678292017617258,0.3727305637998004,0.42425323612549576,0.576724231237601,0.7273145331066474,0.25474577610830723,0.2500622515861943,0.5310180672740672,0.45332392454927156,0.5643171951984038,0.4161652521977885,0.5224729766920451,0.4434740292898737,0.5062486081423812,0.6221588813261533,0.583545709117429,0.1845844594074207,0.3593535911369606,0.5220542351227972,0.32333114410859615,0.6239828021332464,0.39026844620174456,0.4005617541467265,0.4339471014660967,0.4445235055695358,0.33470449771091276,0.4742031298574762,0.3649053984066496,0.2486611234120352,0.45261198361901755,0.4016985183806741,0.4511106573627269,0.44475521446068333,0.36741356009049386,0.2644640487051696,0.2593033497310145,0.51931811164716,0.5188460354704599,0.6761170732702105,0.3469140661735622,0.4199672897838055,0.4337576408910969,0.40035740333564024,0.3630129268628224,0.5133489274278679,0.33798309949737443,0.4629671113908235,0.4662927925557927,0.3924178387691291,0.5268074557351173,0.41663865605694805,0.30321745879187284,0.34105003312255805,0.35053254055872723
frmean_median,0.5156173731467595,0.5250754948560457,0.25718117004233154,0.4078833020595113,0.42064272542178655,0.32264321178454813,0.44877638217863924,0.40734500170811727,0.3857462962269915,0.28138611634486466,0.3742496180254492,0.4898105844766266,0.5017461610036464,0.27545696649081797,0.3670546001207598,0.24483730598799625,0.3985704530073615,0.25687435128842095,0.29078529501988737,0.6518903559755194,0.7615342448350759,0.23176165709023167,0.30818841497798277,0.29121979514268104,0.5914279604878071,0.4365374127909494,0.26373899444713705,0.237295620337456,0.5644849305273952,0.3854767143397114,0.5486329210390155,0.43025027925187376,0.32582374083598165,0.5967519762096277,0.6331726208103352,0.40612809355386736,0.42210214722774214,0.2707056029923799,0.31417629904763245,0.25618267488419605,0.3230266397505631,0.49777939361931367,0.4487063965827872,0.27899937345251374,0.26897406528255985,0.6685957279910968,0.2518864133635965,0.3959289816905067,0.35300694383180176,0.5322345636213611,0.4219070733402923,0.5541295734796695,0.3766596373893102,0.4363388055379436,0.3705380369305248,0.3251275797412623,0.38859373084907906,0.38869146970139373,0.37390554410999904,0.47556580583826036,0.34896247030357413,0.46194668530790106,0.34739323967081054,0.30111176439604176,0.5330847560793806,0.22939453075232788,0.37292642934599757,0.41116914625181733,0.23344949126657744,0.456974510955047,0.46085502933279165,0.7364630857103047,0.4327976533430189,0.4410965677478285,0.2894192390625163,0.15563727132182414,0.5511949225871677,0.42188203360915577,0.24847113259886722,0.3277353454113339,0.20348990304843667,0.27393602301082054,0.5194061793915259,0.32602913846482784,0.5973973634266405,0.45401768152922395,0.40033276873394613,0.4938196200566093,0.47311612668909675,0.42792027911785446,0.6709255941373403,0.35744736656528087,0.2834309131698488,0.33630564486819164,0.4182901312171229,0.33252084185107084,0.37261083130472644,0.6536200578477707,0.47000644158409133,0.5256487164158348,0.561744536445721,0.3671448913012164,0.42612729049385834,0.5898974894267349,0.7287594176009864,0.25396457600985045,0.24769396418180412,0.5179617961853704,0.4493468364967059,0.5792172353088076,0.41612018136936063,0.5209890822603207,0.46197476109852953,0.509330164558919,0.610614288415782,0.5890983329826892,0.18225415173319492,0.36218207939516905,0.5064691294070827,0.3221544129882447,0.6187873065392548,0.3921230266259632,0.4054772610528981,0.4395363964569232,0.43863097404535245,0.35246608594744555,0.46887116450249156,0.3632115070977943,0.2432401997876452,0.451331228919136,0.41110517043178796,0.4530660623923727,0.44293869056774504,0.369465033795921,0.26498580187705123,0.26920141946564813,0.5203892686414735,0.5135618597835416,0.6799101416218338,0.3476855044706458,0.4186392798615684,0.43503556930048554,0.38800973388043536,0.3604640691441794,0.5091038528839367,0.3410681361345914,0.46146793197872,0.4614953210923393,0.4146567894687616,0.5313614883550154,0.4162915178025939,0.30448151204597795,0.3416058284650587,0.3550776742801116
frmean_std,0.011176421471704381,0.014903172418259015,0.04328733927587251,0.010882042087843657,0.01979073400717279,0.021844220197207744,0.02294598974011006,0.0518686560557708,0.010801169632707427,0.0061032185760641665,0.03336137157412485,0.10790196552770069,0.030680300568142593,0.01730107690645394,0.02452397520294255,0.02582244243539613,0.03290163319024148,0.004825341590061976,0.0066354803847353235,0.04607995804778695,0.05969196286559846,0.01169027202522678,0.015938689855765447,0.019124673865400107,0.03299942592321816,0.05017381950961323,0.009596389277110092,0.02725808232716132,0.050508893543499425,0.04897898543602562,0.06972515181250685,0.008924433928778579,0.009970892422870652,0.05405513170377366,0.04333480990883129,0.05287436748986569,0.01131167778409536,0.010528372909069904,0.009745789793862538,0.022714715671031477,0.0843353472333478,0.03980610560471641,0.04058230792467826,0.019041875633836566,0.010049884345446777,0.028007968231842616,0.01695774977158109,0.012669214298788091,0.03887162569501748,0.019230289093635694,0.09213742968721575,0.015625438832230266,0.05695437218519371,0.05679096570683127,0.030286008546208835,0.020535573429786434,0.022529393155246578,0.026513085716334896,0.012898329942473013,0.026839914536238102,0.017231713129383888,0.02934786524457406,0.026650381707839496,0.014472105798544988,0.006800557589613314,0.04614915428634513,0.008928981635293803,0.014545598409658727,0.015108961231371548,0.05578852221914485,0.015607081730294944,0.01373395659261059,0.028553229117202792,0.017169325709438462,0.041027649752001516,0.03324152873411705,0.016246390260390743,0.04795034001792124,0.010888793097808947,0.026800251833856047,0.01529267502489034,0.009535474073095707,0.020498768284894348,0.05813712714225155,0.017583749769739504,0.030712128092303934,0.021650141406484136,0.019771310671393535,0.0365764089780646,0.018894565087853993,0.0341169245644983,0.028845376293468256,0.03680651572828206,0.018806223923097415,0.05919358898025436,0.03919156615880846,0.12049687401515101,0.0387535399012265,0.019976284245298462,0.019590028859228524,0.011467922989087874,0.023761979189907034,0.010569263137820877,0.03563202344285229,0.012433353031448116,0.0074843848257940245,0.009329503260662276,0.04690836503256581,0.01507805256706037,0.037363443129155474,0.011998356165400112,0.02358858126632708,0.05338834501450945,0.019670528762173723,0.041527071764069896,0.031595673416625204,0.005385408604262592,0.01048861027168456,0.07761340535777715,0.00993509503151039,0.03517565297420092,0.02005579418866957,0.04603876959156009,0.02505412794900877,0.030356260095707653,0.06913272097068289,0.027929831361859486,0.02808117163113934,0.018600151776735564,0.05573627022138258,0.040752111116606204,0.03273518464691296,0.01501314398884541,0.013789942961162231,0.008160362824894957,0.03734857656261725,0.008101257883359619,0.022799694485481733,0.01412411240306523,0.008735794694079075,0.025564393740489546,0.009561799726173296,0.04093113808259201,0.039556515224165166,0.013834245039571053,0.021771143014343075,0.010806953786153513,0.028034669682184397,0.04471109055853454,0.016463070639554347,0.010582959402797553,0.012969816790255637,0.01465453160751314,0.021678503378367724
frmean_variation,0.02158644411875695,0.02832676695115386,0.1614308239339406,0.02678685167374109,0.04685703171652838,0.0663941900008507,0.0516057521613616,0.1313534026595094,0.027991042376498614,0.021665187128812657,0.08878855256088841,0.22265918548583924,0.06199094716460903,0.06297222035794073,0.0670163636175967,0.1026669059081046,0.08230957369482732,0.018750809527530346,0.022822464911529818,0.06844330088438581,0.07847917026564356,0.05102817474402663,0.05030345325579115,0.06471434062766906,0.05593435774788034,0.11115907322026645,0.036061577058647716,0.10777421034582825,0.08820502512867458,0.1264148721742025,0.12596636689969448,0.02068401905672478,0.030808389294161655,0.09078415369908248,0.06633984503230501,0.12745506773211804,0.02675655029123537,0.038680277095097276,0.030837437846964993,0.08981555318302475,0.2489340570446851,0.07806523374784609,0.08794297767768768,0.06626196404608334,0.03739944694264967,0.04244794475306421,0.06669321824803685,0.03221390827358708,0.10632977283576141,0.03604375938144736,0.21666519069613224,0.028077930192811525,0.14995099548932828,0.13144209146378794,0.0841869988734199,0.061672509439450886,0.058815548781455736,0.06884594862230008,0.03456126476953808,0.05615783832754965,0.04903714011408047,0.06485554192860034,0.07517237232740907,0.04728696660284274,0.012777428746973948,0.1923040967619509,0.023996692724792167,0.03522846159349218,0.06329542763938412,0.12733984401704368,0.03392978129626696,0.018532719000554882,0.06412964170173487,0.039020019716601594,0.13570953809017733,0.21803166800746707,0.02931401042812539,0.11644883419475324,0.04314948451721379,0.08063554326325598,0.07405689023021238,0.03443008563496339,0.03942914828213502,0.18062102593029503,0.029261504799122914,0.06691024130231224,0.053876098285387315,0.039745719641368034,0.07619399335815373,0.043144241076638556,0.05090606335231426,0.08169481411217534,0.12891825192809092,0.055294272172721384,0.15213474998100834,0.11961231203613604,0.30331548710318107,0.058120166978295244,0.0428593208345442,0.03702059190548215,0.020196078245901975,0.06375108858169724,0.02491262820843739,0.06178346861963648,0.01709487775301335,0.029379819128431687,0.03730872293392303,0.08833666483960825,0.03326110039758457,0.0662100028974293,0.028830749568918162,0.04514794509693966,0.12038663256109758,0.0388554722833755,0.06674673143868573,0.05414429910625407,0.02917585056483951,0.029187436915544925,0.14866923805248122,0.03072730608398652,0.056372792413418873,0.05138974053337116,0.11493551023020533,0.057735442555931445,0.06828943737590291,0.2065485269648016,0.05889845427687057,0.07695466209531315,0.07480120543779108,0.12314360255272899,0.10144949321915844,0.07256575324176266,0.03375597070188502,0.03753248235521239,0.03085622739592976,0.14403430037197903,0.015599798469697612,0.04394308316302017,0.020890039552988068,0.02518143697784952,0.06087234497155675,0.022044106719434065,0.10223649604470363,0.10896723586681811,0.026949009339295726,0.0644148865630253,0.02334281101240169,0.06012245981440943,0.11393745681586966,0.03125064093214372,0.02540081014794515,0.04277397759987847,0.04296886141115536,0.061844481952555756
frmean_kurtosis,-1.0404114559235664,-0.5852596479739103,-0.911664975074145,-0.8112684108236388,-0.7433741675661287,-0.5449906197458274,-0.39909347675022877,-0.06303649502198061,-0.26571625117696396,-0.35233048273938605,-1.4436057007968293,-1.4254905218051073,1.8914170125012957,-1.082904982865122,2.548031928753619,-0.09135823592864067,-0.7517109057339586,-1.1532307682423029,-1.0649251853254265,-1.1890896607113306,-0.6826425664876523,-0.6301198127033327,-0.5516177499306072,-0.8002271328055386,-1.1397541218775322,0.7539523232917298,-0.4128616188163261,-1.496845663071326,-0.3421043255157188,-0.39997413130478554,-0.296636022607756,-0.6197924864095801,-0.25848756873756296,-0.33441681123383526,-1.3740635486140864,-0.5016140503413196,-0.6199251682667044,-1.0118398512070805,-0.988487113077142,0.5994431337674593,-1.1451416071427618,0.17237464904100097,3.404752400189742,1.005160053454695,-0.9755144890583569,-1.4932554786289993,-0.5028357844594935,-0.753550969895433,0.30819227412415184,-1.103857769894095,-1.078087244821176,1.0808379961901204,-1.0646071382267732,-0.9113418726157598,-0.4830197668613425,1.5421401760533007,-0.9363537041475909,5.324180968735158,-0.544740654826771,-0.7004500464507872,0.01942035813337961,-0.7823895007296504,-0.33343128446889203,-0.32511080835013706,1.6811812647647004,-0.44205128662715554,1.3922889806870602,-1.1581076719550087,-0.5169335340454659,-0.9208484190346993,-0.937687452012363,-1.0739626148169068,1.8257810198502957,1.598890115123318,1.8099594471248723,-0.5123941120623337,-0.3284562543659817,-1.4175608683831735,0.7018557069560294,-1.124084639229296,-0.7814446690325609,-1.2815676736380128,-0.8943387962801665,-0.7591270378102011,-0.28792757424692095,-0.4266540948784896,-0.5822978917048793,0.6812818589981666,2.8447724510873087,-0.8195893491224853,-1.1224001762452624,-1.248570303042272,-1.3794742391211183,-0.47249992522450635,-0.3359282844329088,-1.284808317707104,-1.5055119760565019,-0.6850408766335794,-1.1444662936516012,-1.0318258090880317,3.433460459290478,-0.9270244160240737,0.26057851444209756,-1.5701786982075212,-1.2468070495386832,-0.502066914238803,-0.6547809321639306,-0.544493365802718,3.8423567093873565,-0.4505357160173964,-1.5154835858146556,1.5951208986619765,-0.10924024814063005,0.16857924008022573,-1.1289711923533134,-0.9810398829465363,0.6898503742297595,1.80023904309793,-0.1962001185106952,0.37957462315900825,-0.9188698990420581,-0.8235292590115915,0.7124938751651224,-1.0199582677880625,-0.296658922226944,-0.360891857552204,2.8643945894891116,0.5092474370045084,2.1496511614208575,-0.4353604928251009,-0.5520729773930353,-1.1046079172290342,-0.20243636962388223,0.12488693038645327,-0.7418691612855688,-0.05620667513313249,-0.4278954323397497,-1.2475254734178387,-0.45662588547749383,-1.0676575843135954,-0.7721173161197807,0.06541030703883077,-0.6831759223795975,-1.1019453346877417,-0.40263410213307793,0.16241969000032563,-0.6214499271189267,-0.9863493235161118,-1.1706142413781575,-1.2210246847312296,-0.20272019008030684,1.2239054426964895,-0.8875910255595261,0.9489244638218088
frmean_skewness,0.3414323255150873,0.4444009821091465,0.7054976373500481,-0.29828180204965266,-0.18443275316491242,0.528557269910401,0.16163381481987718,-0.9937502328209744,0.34117979509216173,0.3229436058552202,0.05360961775981893,0.06630486712823982,-1.375788405646522,-0.005190458721702144,-1.4134724294570296,0.7958724621232285,0.33279078096008585,0.18471265219546829,-0.09509972965026761,0.4480992166236779,0.08703736645595474,-0.23928350964773634,0.9332169027920111,0.26267596286100325,0.05050967239620759,1.4179541530523572,0.7731779775684592,0.32609070110361327,-0.01846726358894421,0.3569747321338514,0.24123241999422187,0.020432544691410787,-0.6643694765631936,-0.09322362916488412,0.1973296264325385,0.2058552143145502,0.23201326296367097,0.47644273432748235,0.38709060375633075,-0.7405430349736271,0.2931502011769273,1.073367103916258,1.8289767439005478,1.297518227032231,-0.455017138236091,-0.17624128294566746,0.4226044365813179,-0.19720190001749296,1.2323444803350494,0.21474241600157312,-0.2247001257623897,1.126506719769164,0.05791887721796352,-0.18342413818363487,-0.6429569412236771,1.4467382266132183,-0.5886348653223412,-2.06265614076565,-0.3977129463880039,0.38779554938602767,0.3000271118055312,-0.6708347520919263,0.5613810265831428,0.7920188514897457,-1.2900274666020257,0.3172703383852419,-1.077023649224596,0.08283360232346815,0.7738981220242728,-0.40256700318863436,0.20289206586238046,0.4505787238729357,1.529905670555625,1.1157275792253227,1.5127308015708318,-0.09565877786249928,0.5296949481605548,-0.1113344623369242,1.0377814226719126,0.12421125347991908,0.5432506939111098,0.23017419212737375,-0.16933899263554664,0.20300814014746735,0.4576310437004678,0.15927681448694594,-0.10728460515379129,1.1143296348433063,1.6438625369664486,0.8842983023120208,0.08944825767459132,-0.2198510022794885,-0.19983345861874613,0.329559094546234,-0.8301888582292064,-0.15036547657218238,0.18882936316409166,0.5051018070344473,-0.20476611442381154,0.4939447162006659,1.9031981360855685,-0.0644102104062825,-0.9747147687872092,-0.2087180130556378,0.10634320224641841,0.03296687027663456,0.4072435675743542,0.773431961415178,2.058443571114012,-0.7731047892284443,-0.22071937763505955,-0.4663938675557198,-0.8387837560211518,-0.9408880214634919,0.5024814679026097,-0.4896115783437114,1.1635295236389729,-1.4012760695186421,0.10651697731011657,0.9277978050815512,0.4219226180665046,-0.24360713996649838,0.7006809902934933,-0.18672961176674616,0.6407249655119681,-0.7402225061140003,1.6846664727003204,0.5164253502408787,1.5072381476691818,0.375300511047457,-0.6544668131558128,-0.16766755632732078,0.13056825681911438,-0.45707838789758665,0.04827560352474192,-0.7492592103727155,-0.4183529533845974,0.2997812846705535,-0.5990320673760574,-0.3549823315684212,-0.028863277200709286,-0.5369209586846128,0.44081434585006135,0.08123570606503584,0.7712080961029479,-0.8408846342839746,0.6971839080077596,0.26228578799732877,-0.6790413018021603,-0.10194522925094764,0.004409982637730517,-0.4926532807564015,-0.0392798661863055,0.06864974424366611
frmean_p5,0.5036737344542701,0.5023113210715977,0.22382953602379418,0.3867581333076975,0.3878659522911258,0.2965223082433741,0.4109359603677328,0.2814640855895933,0.36944699009311605,0.2721486312636314,0.33133307621022606,0.333818160979988,0.42151189718236287,0.24670963103023177,0.32190017642460844,0.21704791739856136,0.3535716435561781,0.2498092233430874,0.2802017450209448,0.6145515745890405,0.6536970764410736,0.20776137542127565,0.2984236751583354,0.26168576573262525,0.5428980730790091,0.40210044439700127,0.25387460948453655,0.22107352636922584,0.4754978491872666,0.30679607662522873,0.4268514964607947,0.41662357474390566,0.30376309068824414,0.49206166127375833,0.5871907833142036,0.3379188231430821,0.40529437695081827,0.25923452269158603,0.3022988314128316,0.20053045605722683,0.22088922693484075,0.47209674350878444,0.4092807112129895,0.2666397330797815,0.2509449496869192,0.6209389138346377,0.22811638858239272,0.3725903006140447,0.32700392415249085,0.506056333394644,0.26844919473428197,0.5384477995336006,0.2951834437789378,0.3367882477427016,0.29927458510441435,0.3126229796743468,0.3411635569178441,0.33700009034601536,0.34855624312688177,0.43589377837903753,0.3212899675801795,0.39645715447578056,0.3183491681911513,0.2870878814423351,0.5154146014635079,0.1720443539090246,0.35535628814096293,0.39114641819488855,0.22209803184444651,0.34077497254420824,0.43624457142738304,0.7217205557400085,0.41539182179791984,0.4165815323173016,0.2599185827125217,0.09837444037065149,0.5280568582109476,0.3388550492613842,0.23950957643691997,0.2927163408348369,0.18678300642870155,0.26360940873246325,0.4854802952715909,0.23190007802078388,0.5716520532037441,0.40446070085223734,0.359909406046969,0.4732231721560889,0.44004934705942267,0.4190320864828793,0.6204169831543181,0.30715363031326437,0.22927919982887,0.307138772209593,0.26962042104190337,0.27254300698013895,0.2397254037229912,0.6103531170218707,0.4307031000594796,0.5057403964821017,0.5574447414413085,0.32856945609701677,0.40035276870154907,0.5262374727113589,0.7103725392294502,0.24203607484998318,0.2357989732906771,0.474275594336114,0.4398057176895352,0.4847945102932735,0.39830357662908467,0.4870205946414297,0.32839731603306077,0.46563949819539885,0.5711530686716275,0.5307380212132459,0.17927378395384896,0.33439096360846793,0.3739820023103289,0.3102904554301166,0.5727608826993796,0.3550023233480118,0.33703203661420994,0.3914666165481893,0.4014783879663575,0.20396471099801627,0.4416603622512421,0.32029551304541637,0.22389636378928437,0.3685189804915254,0.313615700200105,0.396342542142189,0.418554597001706,0.3380278018100052,0.2510528583859155,0.17620684054398278,0.5045751963120287,0.4911120743484433,0.648129735464492,0.3322561602259577,0.376765191510128,0.41377614860492584,0.3416410051314344,0.29932341351180797,0.4954111420882099,0.2865521567441456,0.45039826473030614,0.42469618695057326,0.30960562409001285,0.5035507413607662,0.39615840428748456,0.2720608521261814,0.3181123284373773,0.3090373924206472
